z,hs
771.0426635742188,87.0437169524113
770.9913940429688,176.31911396034596
771.107666015625,176.07954876255332
771.126708984375,175.3688407182648
771.2899169921875,173.35986479887956
771.3722534179688,170.5479931751559
771.35546875,173.6373507335556
771.6492309570312,175.46916325210813
771.7479248046875,174.68765122208453
771.8515014648438,174.86486527381825
771.925537109375,180.04067750633038
772.485595703125,179.4023195560265
772.4476318359375,176.55916110248495
772.7111206054688,177.3820200152177
772.619873046875,176.42117603541965
772.8591918945312,175.8563645907092
772.772705078125,176.33737645246737
773.5501708984375,166.9320461090837
772.3995361328125,163.78204115643734
772.2479858398438,174.52084970364243
772.1217651367188,154.9937689567812
770.6981811523438,145.03155255370294
770.5459594726562,163.28574781819717
770.3099365234375,172.38915884496535
770.296630859375,175.0233130303784
770.458251953125,176.28179583832133
770.5374755859375,176.71609359045564
770.2677612304688,175.38113971721214
770.0923461914062,177.15952666123044
770.0663452148438,189.75519262475459
770.5314331054688,204.24088671215858
771.0447998046875,213.13534127200174
771.511962890625,225.045380656117
772.732666015625,239.1550135116831
774.1058349609375,245.84214045468505
776.4607543945312,239.4023418759039
777.5654907226562,216.2019088075178
777.6868286132812,198.9251493140307
777.9049682617188,191.89073835202134
777.816650390625,184.40585458787353
777.8170776367188,179.54267663265856
777.65673828125,177.92223245069766
777.4679565429688,177.24385521515285
777.0962524414062,176.19088475079934
776.8602905273438,178.74201133160432
777.071044921875,178.67275823080786
776.8508911132812,169.65240480062286
776.428955078125,165.3845040568642
776.2384643554688,168.19184630218814
776.0151977539062,169.16083392649875
775.933837890625,166.26577256713156
775.7701416015625,161.58557350951577
775.49951171875,162.178087671689
775.5087280273438,161.13023865483117
775.309326171875,157.9302425638873
775.140380859375,156.56831853903142
774.7014770507812,156.19987226348985
774.5654296875,156.92963435739958
774.3515625,157.35237918025658
774.1683959960938,157.82183955213202
773.9017333984375,155.15357131484117
773.4485473632812,153.5056450272319
772.996826171875,156.73498178880322
772.806396484375,156.35601612201208
772.3934936523438,154.23594156419242
772.0218505859375,157.45282260970487
771.8045654296875,156.2084362619639
771.2861328125,155.069396822646
770.8789672851562,159.55593758269518
770.6131591796875,161.22940491260377
770.3989868164062,160.7719773322948
769.924072265625,159.44136623731973
769.384765625,158.2564110444213
768.7328491210938,162.28471611784315
768.4996948242188,166.46416410033265
768.0840454101562,168.24059843746946
767.72998046875,169.6305477654856
767.4530029296875,169.43116243213123
767.1688232421875,170.00409499347091
766.9046630859375,169.65871437554964
766.5650634765625,169.4102896238551
766.4186401367188,169.62733195409675
766.2140502929688,170.4371759347188
765.9331665039062,173.1319782771507
765.9718017578125,176.6070114424847
766.10107421875,176.21200673671518
765.9107666015625,170.75257261621496
765.681396484375,151.99117050877513
764.3258666992188,154.82955718515996
764.1651611328125,176.34266113881105
763.9637451171875,178.1151373274419
763.7774047851562,178.20311459472336
763.5441284179688,180.34625830740566
763.4066772460938,180.76770131227772
763.2535400390625,181.14771443580065
763.0746459960938,183.06755113901286
763.07958984375,179.52071016284384
762.7755126953125,178.43924710541066
762.5416259765625,188.00138980813563
762.3641967773438,194.9184617122438
762.3008422851562,199.02989490169074
762.8452758789062,197.75159551274504
762.7161865234375,192.0486392064135
762.5279541015625,187.5482977977848
762.4315795898438,183.36755117742842
762.156005859375,185.16923284628257
762.096923828125,191.97073615795088
762.283203125,194.32235682655877
762.2472534179688,192.78929899241973
762.074462890625,195.31514131135526
762.1548461914062,198.7168462443619
762.4515991210938,199.92849682805755
762.3238525390625,198.0121165894677
762.0771484375,199.67097190208335
762.3734741210938,203.40866377766287
762.572509765625,205.68397370114346
762.5794677734375,214.73923021232488
763.1642456054688,230.48768271587167
764.802490234375,235.03260150762824
766.0569458007812,219.30794783477202
765.70263671875,209.0005499896064
766.14404296875,215.43165712802727
766.553955078125,210.69785754142399
766.8583984375,197.2896035724164
766.7088012695312,188.8590096853534
766.5494384765625,191.22877816100092
766.5784301757812,193.58479566140159
766.3912353515625,193.66073564711846
766.4196166992188,195.9804303135069
766.70751953125,194.14739585411675
766.4847412109375,190.12568389605107
766.2116088867188,187.79495307986485
766.0435791015625,186.71752131121525
766.0194091796875,187.95604951951825
765.7532348632812,190.35887024891827
765.6221923828125,190.54397703188093
765.3794555664062,187.39756743410862
765.12109375,182.56730393598696
764.7163696289062,175.68918606319102
764.068115234375,171.45879120498043
763.4146728515625,172.305587181153
763.0238037109375,161.96053853574927
761.853271484375,157.78627105204876
761.2969970703125,164.2406723743907
760.42724609375,162.46881978390076
759.7378540039062,157.27270586018284
758.7412109375,150.69355329705317
757.7315063476562,148.9787709311397
756.6753540039062,154.53186733046533
755.9496459960938,161.24864559285484
754.9437866210938,157.55640112231006
753.9288940429688,155.48403990482143
753.169921875,160.95593795424384
752.73193359375,156.68897825553154
751.5853271484375,153.9689564698783
750.8651123046875,155.58790471041573
749.9140014648438,149.47506752379093
748.842041015625,147.0744494811754
747.8864135742188,149.2115003618467
747.0720825195312,143.74137385950874
745.9207763671875,141.1965221913935
744.9102783203125,140.33326005776922
744.0352172851562,0.0
764.5418701171875,0.0
764.7965698242188,190.335000441861
765.20556640625,194.00461308362281
765.6117553710938,194.76200404043033
765.8622436523438,199.64135605077658
766.6372680664062,201.661428189323
767.1065063476562,201.507964795905
767.8682861328125,203.15358995249505
768.703125,198.6129023577743
769.0963134765625,197.84870989082808
769.9024047851562,197.35367548296037
770.5886840820312,188.57836358691102
770.8005981445312,182.09216130528196
770.8739013671875,181.0469346741466
770.847900390625,178.4501555160724
770.9967041015625,173.92033288455403
770.9467163085938,172.00406827589393
771.0222778320312,223.41990301560443
778.0250244140625,226.6135748374567
771.9920043945312,100.585977675003
770.4710083007812,185.11125101334073
777.1275024414062,108.88093902669007
770.2967529296875,75.14872235205277
770.4979858398438,172.28213874512687
770.5787353515625,168.51230091517544
770.6187133789062,166.9071854335279
770.4976196289062,162.96427035111972
770.2590942382812,164.3903264837578
770.1638793945312,169.94954407006512
770.412841796875,167.59697440455733
770.30224609375,166.12019353482125
770.2874145507812,205.62984318767414
780.6650390625,234.27599125490363
781.030029296875,246.9001063764409
781.239990234375,240.49765115293923
780.9724731445312,172.66020888233086
780.7525024414062,1.0
770.7078857421875,32.391282976593715
770.8479614257812,173.58881317564098
770.8878173828125,171.01099197458493
770.7755737304688,169.33661432032616
770.86083984375,168.4814468561107
770.7946166992188,168.32176276805322
770.8551635742188,172.71078815997888
771.08203125,176.92551464967758
771.4483032226562,177.09214625101677
771.48779296875,175.71470481240914
771.5740356445312,183.0456637486099
772.2454833984375,181.927419663534
772.1678466796875,176.89961453443019
772.404541015625,178.0173432259355
772.4549560546875,177.71675523316875
772.4862060546875,176.62013328965986
772.4840698242188,173.55324497564962
772.2639770507812,169.38579891576555
772.3572387695312,171.59541566152566
772.1219482421875,179.24085623372807
771.954345703125,163.525308422906
770.4146728515625,155.66576035938192
770.12109375,168.39134769116401
770.0596313476562,172.77392625006613
770.0135498046875,175.53714701748646
770.0376586914062,175.06686913801013
770.1384887695312,174.04469148481584
770.2999267578125,175.7903894700606
769.921875,189.39756603172387
770.2412109375,212.0193625336707
771.1954956054688,228.5316725192344
772.3739013671875,235.20726905489283
773.2454223632812,242.04548520869463
774.7295532226562,249.12596412562556
777.6441040039062,245.08571390612195
778.6116333007812,220.77585845667895
778.2984619140625,192.98680043873398
778.1119995117188,184.5053857624847
777.9398803710938,182.34516065024008
777.951416015625,179.03672959429989
777.7860107421875,174.98454182303198
777.55419921875,177.46942656632365
777.5994262695312,178.50464836599312
777.2926025390625,177.27920392994372
777.1598510742188,180.23214537239548
777.1423950195312,173.3813390712452
776.98193359375,159.0412270813693
775.994384765625,159.3768124383015
775.8052368164062,165.231071330237
775.7611083984375,163.49710734665828
775.5256958007812,160.6109832107283
775.2075805664062,159.01971503509444
774.9495849609375,161.16318236533553
774.9178466796875,159.64983414336177
774.61328125,156.98297830993855
774.4423217773438,157.2449705956562
774.13623046875,157.61949589232847
773.8878784179688,158.20269405846778
773.6907348632812,158.76673432072542
773.5684814453125,158.66487081896761
773.2780151367188,156.80856817572635
772.876953125,156.45846438262714
772.4641723632812,157.79677327548674
772.1759033203125,159.33966536755565
771.9883422851562,158.32911731108172
771.515380859375,160.50013051713023
771.3451538085938,160.09925081309478
770.786865234375,158.81958727207203
770.4578857421875,163.17332668696318
770.29443359375,162.95002156072448
769.98681640625,161.17910264140608
769.7034301757812,161.56164905379313
769.1353759765625,164.0937761039602
768.70263671875,167.4915032023524
768.2942504882812,168.53669526300735
767.9974975585938,168.09504347813038
767.6956176757812,166.84266940839072
767.1746826171875,166.70590019688484
766.8738403320312,168.65376188113464
766.6546020507812,169.15407421227246
766.3615112304688,170.18661379951024
766.05419921875,172.8473951822199
765.919677734375,176.5272172548974
765.9530029296875,179.75831552911953
765.8837890625,180.3955728162409
765.9891967773438,178.0894688079081
765.8676147460938,173.71425656834012
765.3633422851562,162.10888389175045
764.4308471679688,165.79061794454097
764.1625366210938,180.6220764653522
764.0269775390625,181.45942608213568
763.8777465820312,180.73388975536142
763.7925415039062,181.5240317051542
763.6915283203125,183.27633930527793
763.4718017578125,183.05998579250263
763.3536376953125,182.8257453050803
763.2018432617188,186.01871149421984
762.8505249023438,191.8561737157806
762.856689453125,200.26388421978154
763.5192260742188,199.1945091834013
763.3575439453125,192.7536738583553
763.1729736328125,186.21662236926073
762.9500732421875,181.26156830403642
762.7245483398438,183.60492004693967
762.49609375,186.41612112643736
762.4710693359375,190.60796319161022
762.5501708984375,194.50851909191164
762.7232055664062,193.06465074508435
762.6666259765625,192.83198482183568
762.7554931640625,196.55420311702028
762.8884887695312,198.89783115884939
762.9139404296875,199.5094359107472
763.1727905273438,199.01618376514554
763.1041870117188,204.65867714235603
763.1611938476562,210.85313436444957
763.3353271484375,218.68383920296768
764.135986328125,230.4558148757918
765.0684204101562,233.3245832888933
766.2943725585938,219.73982405459918
766.399169921875,201.38406363077775
766.4290161132812,203.65133472663445
766.919921875,206.89060078585186
767.257568359375,200.89532664210552
767.3846435546875,193.87572394860413
767.1287231445312,190.735195003889
766.9121704101562,194.7108254530553
767.2711791992188,195.45187665450987
767.189208984375,192.36803581027553
767.0667724609375,192.40376806550913
766.9647827148438,189.9006658519149
766.86279296875,187.644127346325
766.678466796875,190.57545464071376
766.6100463867188,192.15189260301128
766.4344482421875,192.61631755157956
766.4718017578125,191.82136073626467
766.3217163085938,187.11330250494987
766.025390625,183.47896303800087
765.5586547851562,180.0402639378293
765.0474243164062,173.4621422006315
764.3505859375,170.2706327602386
763.7492065429688,171.48316039534598
763.0880126953125,160.7642305459883
761.8117065429688,159.46410071745734
761.2655639648438,165.96383147681652
760.6326904296875,161.98077300595554
759.838134765625,161.82169080921472
758.7736206054688,167.62950753549788
757.5471801757812,164.3179132016723
756.5169067382812,161.11460706331832
755.859130859375,163.8295900491046
755.395263671875,150.19481487910625
753.9967041015625,143.95271058559746
752.9959716796875,152.8486644160319
752.129638671875,154.1364741421629
751.511474609375,153.68094297608093
750.6778564453125,153.53028631013208
749.769775390625,145.75886353799692
748.5516967773438,144.56557540907878
747.666259765625,147.65346106002005
746.7799072265625,137.13225098776707
745.2406616210938,137.22693328400211
744.532470703125,123.89535246184467
743.0301513671875,0.0
764.466064453125,0.0
764.7440185546875,192.53562234719232
765.2200317382812,195.9732500729707
765.6588745117188,197.7319926589632
766.1677856445312,202.07824311037672
766.8562622070312,202.74009064092652
767.3463134765625,202.0369683430966
768.0781860351562,201.72896870646397
768.7407836914062,196.68368913899968
769.2940063476562,193.67730306789366
770.0370483398438,188.7476142490727
770.2328491210938,180.46432645086728
770.5213012695312,176.24058500126907
770.4873046875,175.487056390851
770.755615234375,171.51814806792845
770.509765625,165.92259050232417
770.4652709960938,166.0744009306505
770.5281372070312,214.47412590842723
778.1425170898438,200.1250036261097
776.7125244140625,45.14659359029196
769.900146484375,105.4523262701282
769.8232421875,108.4250506142326
769.71923828125,121.17527425132833
770.3223266601562,168.7999726812507
769.9103393554688,163.0547779038809
769.9847412109375,162.9606650163235
769.82763671875,160.12963572946433
769.5919799804688,163.6716061700812
769.77197265625,168.79839583313583
769.8596801757812,167.51064009420276
769.7999877929688,168.98829706032342
770.0078735351562,150.44589285066084
769.140869140625,133.23955174796902
780.4224853515625,105.61033477748501
779.9375,36.09811906851258
779.2249755859375,8.496378509482646
771.407470703125,1.0
769.6015625,81.417439870018
770.3756713867188,170.0644023528623
770.3784790039062,166.37447041896075
770.2508544921875,167.09395920011409
770.2366333007812,170.69781414777776
770.2871704101562,174.82475396002428
770.4835205078125,179.0311874129741
770.7412109375,182.01137844804106
771.1201782226562,181.33834105546367
771.2949829101562,179.78845336627668
771.3509521484375,186.5039289796161
772.0557861328125,183.85672297601673
771.9380493164062,177.4800961368112
772.1820068359375,178.19461528553083
772.2160034179688,178.45953110264162
772.498046875,179.6260106314681
772.2404174804688,181.61815048221035
772.45166015625,182.797509118822
772.2025756835938,183.7319480126695
772.4027709960938,186.3509686040048
772.3317260742188,176.42315457087264
771.2678833007812,171.5866244814257
769.8300170898438,192.6111270995715
769.8118286132812,203.8856648006802
769.8536376953125,192.38300198243428
769.9020385742188,180.28974018927468
769.7955322265625,180.1316007705248
769.8505859375,193.21219855978777
770.322021484375,217.70318733362328
771.3959350585938,236.86253145987465
772.90673828125,246.06002315553522
774.8447875976562,247.4366335232707
776.3009033203125,252.88078000534554
778.610107421875,244.35991218919762
779.5587768554688,208.7473669005666
779.2581176757812,180.36071517152462
778.4585571289062,171.4770562238096
778.1395263671875,177.01672205755636
778.0106201171875,177.3225990355921
777.910400390625,174.06330667580167
777.6138305664062,171.28392430238338
777.4444580078125,176.06905162788846
777.6197509765625,175.51015282241207
777.339599609375,168.38315553380835
777.073974609375,163.03583581328274
776.8709106445312,152.7999214698655
776.0204467773438,148.75083752348948
775.7360229492188,157.02858438988287
775.44775390625,160.21356860926664
775.0366821289062,158.8053487037852
774.8383178710938,158.5021061678956
774.5917358398438,158.10366108355157
774.3866577148438,158.73386644896416
774.2006225585938,158.77434589575213
773.9618530273438,158.9676292253809
773.7628784179688,160.89019632551017
773.6239624023438,160.16911335804758
773.2725219726562,159.44134177083572
773.033935546875,161.58375786869428
772.8934326171875,162.72329101186895
772.7069702148438,163.23695175523176
772.4299926757812,162.6705417047534
772.0470581054688,159.83255995330447
771.6051635742188,160.84367116918474
771.4115600585938,161.4770800238052
771.032958984375,162.30177973909252
770.921142578125,164.522648001981
770.4661254882812,163.30486954133275
770.1583862304688,163.16014945935274
769.7748413085938,164.44601818387605
769.4351196289062,165.40421719946812
769.1573486328125,165.37471823519616
769.057861328125,166.46557088445886
768.6773681640625,167.2724242841561
768.2139892578125,167.03646017180648
767.7984008789062,165.711765988069
767.3872680664062,165.6329808350854
767.0691528320312,169.0901380591466
766.731201171875,171.9395477316226
766.4874877929688,173.20847440191827
766.249267578125,175.6769947318244
766.1259765625,178.4361781215646
766.0011596679688,180.39581321203175
765.991943359375,180.4852780874856
765.9487915039062,178.61104948940218
765.777099609375,179.06548512494658
765.8121948242188,179.90559011001378
765.66357421875,170.47588318283667
764.61083984375,170.71837965501933
764.3890991210938,182.40405593867868
764.4263305664062,182.22053579293294
764.0431518554688,178.1023026155365
763.87548828125,184.7586316210939
763.6890869140625,207.62927143106026
763.919189453125,215.05596691431384
763.4013671875,203.81645904019538
763.4721069335938,198.6549458506993
763.9761962890625,198.36609060712348
764.0519409179688,197.09830045003653
763.8924560546875,187.21248779891278
763.6513671875,180.43435137266042
763.3675537109375,181.64582424744842
763.030517578125,185.0171752833342
763.0167846679688,190.4171477542249
763.0861206054688,192.33344097218242
762.9972534179688,192.8579398628815
763.0966796875,192.05237727088814
763.1046142578125,191.79757279271678
