h,Qx,Qy
0.6228486541856036,-0.003786529594109608,0.001737239818314974
0.8222708474737744,-0.015103905947692195,0.002021406266336094
0.6446431387767947,-0.022046829299129603,1.5203573475907686e-5
0.32555138977008663,-0.029925793768141095,-0.0010971085005433434
0.08839957504247932,-0.03619919579444137,-0.003051811031848546
0.028204677064181897,-0.023052377027425335,-0.0021121613926289103
0.02527558927276306,-0.018485552859115073,-0.0017606034123537843
0.021961435100175085,-0.014188495020864937,-0.0013730426462741808
0.018144222247779934,-0.010238654516829112,-0.000961677391531632
0.014504897562651933,-0.0068571606196451695,-0.0006716252055692489
0.008330506677705775,-0.0033824529305958697,2.1037796751855952e-7
0.012697243777101384,-0.0037016552897141215,-0.00036673110334703554
0.008373351815929147,-0.0014546506396029373,-2.5241828423182298e-5
0.004393015650130659,-0.0005140333981801615,8.356073309186318e-5
0.004245054444499461,-0.00041768568702846444,7.72051314387545e-5
0.003979765156526913,-0.00029024295281271617,6.666454262705543e-5
0.0034512041646350597,-0.0001362432639472985,4.888390362766864e-5
0.0021871775587643007,0.0,1.9109101653475455e-5
0.00856786930938006,-0.0007828794546993136,0.00026305040513222467
0.004393015650130659,-0.0005140333981801615,8.356073309186318e-5
0.004245054444499461,-0.00041768568702846444,7.72051314387545e-5
0.003979765156526913,-0.00029024295281271617,6.666454262705543e-5
0.0034512041646350597,-0.0001362432639472985,4.888390362766864e-5
0.0021871775587643007,0.0,1.9109101653475455e-5
0.0034512041646350597,0.0001362432639472985,4.888390362766864e-5
0.003979765156526913,0.00029024295281271617,6.666454262705543e-5
0.009382047459172042,0.0,0.0003022666996296922
0.003979765156526913,-0.00029024295281271617,6.666454262705543e-5
0.0034512041646350597,-0.0001362432639472985,4.888390362766864e-5
0.0021871775587643007,0.0,1.9109101653475455e-5
0.0034512041646350597,0.0001362432639472985,4.888390362766864e-5
0.009394843462654876,-0.0005218779805268968,0.00030380340710513064
0.004393015650073267,-0.0005140333981768471,8.356073308766354e-5
0.004245054444469119,-0.0004176856870303077,7.72051314363759e-5
0.003979765156508724,-0.0002902429528150876,6.666454262587896e-5
0.0034512041646290793,-0.00013624326394870982,4.888390362726877e-5
0.0021871775587645943,-4.2418922491430133e-17,1.9109101653476814e-5
0.0034512041646418915,0.00013624326394652924,4.888390362795693e-5
0.003979765156536137,0.0002902429528112505,6.666454262769783e-5
0.010180339198741097,-0.0005553651006910754,0.00034702375057201525
0.004601596238474099,-0.000701120815799964,9.298054394371873e-5
0.004575654485681245,-0.0006736695826527928,9.179110212221768e-5
0.004538111408119959,-0.0006361348683246729,9.007345546812943e-5
0.004481752404069767,-0.0005846844305936592,8.7515924529752e-5
0.004393015650130659,-0.0005140333981801615,8.356073309186318e-5
0.004245054444499461,-0.00041768568702846444,7.72051314387545e-5
0.003979765156526913,-0.00029024295281271617,6.666454262705543e-5
0.0034512041646350597,-0.0001362432639472985,4.888390362766864e-5
0.0021871775587643007,0.0,1.9109101653475455e-5
0.007536164385046509,-0.00025245933096598706,0.00020981222708740013
0.0034512041646350597,-0.0001362432639472985,4.888390362766864e-5
0.0021871775587643007,0.0,1.9109101653475455e-5
0.17507555318973098,-0.005591134951082985,-2.457501163831213e-5
0.0038560364981792584,-3.6512230581424165e-5,-6.443211292865194e-5
0.007472448353515346,0.0005761151743090076,-8.618569769309613e-5
0.005920758589394543,0.0009501357021061079,6.607754763089087e-5
0.005270670017661137,0.001002348955551595,9.840316566968278e-5
0.004983797266017943,0.0009737212186045114,0.00010340089049554988
0.004848521821917915,0.0009306715941375286,0.00010243493509432794
0.15546390754674158,0.01439214912726057,-8.249029482118429e-6
0.037054794313440935,-0.0013836721220606139,-0.00016458437055744812
0.12958780681737317,-0.007284527775841783,-2.43440977677829e-5
0.09278355097746253,-0.007351266719753602,-6.389409246291578e-5
0.1723096162376196,-0.011143911545616931,-0.0012933140236405587
0.3642178315263495,-0.013870767635203117,-0.00038582267756101025
0.36439575651356476,-0.01292468670029749,-0.0007296670030101428
0.5677382650709834,-0.029431751569833804,-0.001070511008406495
0.13954102493880724,-0.025453062367739934,-0.0012609765487579265
0.013079195803828832,-0.012152102457707013,0.00010337554879888907
0.016754137607448986,-0.014681193058991003,-0.0001560308839679025
0.02520210420431805,-0.018564750732233817,-0.00102414848250849
0.023865267050791564,-0.01572583640700706,-0.000964318558160032
0.02432244424333907,-0.013045782442198763,-0.001026554619985596
0.022943616133703815,-0.00917753686669516,-0.0011391118585695138
0.019725314567102345,-0.005321321240881258,-0.0011530708015263225
0.015398911577166037,-0.0023394560804289857,-0.0009310686831773975
0.010177045362739235,-0.0005687074478498977,-0.00048428460117829673
0.005445304108493775,0.0002990516437626421,-0.00038178984318962283
0.010399288915713947,0.0015824908240789908,-0.0004562891704448948
0.007649921550592272,0.001957249139535867,-2.2431076243052944e-5
0.0060333692480870164,0.0017929508159878545,7.845877213553846e-5
0.0375822547624935,0.010172655558757444,1.3295452265086207e-5
0.007363112628559288,0.0020297728431816152,0.000123420031325964
0.005785967388039946,0.0017851431122123795,0.00012375592882537628
0.005458728496048896,0.001597127302044005,0.00012455720663848133
0.005312925804428561,0.0014454577503785911,0.00012281133426115062
0.010491354927283527,0.0022742857258655933,0.00036971266439111473
0.0021871775587646723,4.176079247442558e-17,1.9109101653477444e-5
0.0034512041646285988,0.00013624326394867406,4.888390362727526e-5
0.00397976515650966,0.00029024295281513437,6.666454262594386e-5
0.00424505444446947,0.000417685687030311,7.720513143644051e-5
0.004393015650074166,0.0005140333981768371,8.356073308776548e-5
0.004481752403994122,0.0005846844305805597,8.751592452325012e-5
0.00453811140799374,0.0006361348682893413,9.007345545762046e-5
0.004575654485482254,0.0006736695825818075,9.179110210534691e-5
0.004601596238134987,0.0007011208156761632,9.298054391573412e-5
0.004619950651332081,0.0007211944511485521,9.382071828486905e-5
0.004633090977580973,0.0007358297505245617,9.442004008810408e-5
0.004642531052884816,0.0007464522431232395,9.484881601862505e-5
0.004649306204314605,0.0007541270831426109,9.515541144079056e-5
0.004654156912775975,0.0007596520975778804,9.537430772743576e-5
0.00465762249494016,0.0007636204638220728,9.553042104864013e-5
0.004660096012704861,0.0007664681773701585,9.564174993524058e-5
0.004661861881190959,0.0007685121051033833,9.572121703185242e-5
0.004663124116377512,0.0007699804931679345,9.577803814281211e-5
0.004664028043188678,0.0007710368021836625,9.581875323753378e-5
0.004664676755561592,0.0007717977636321632,9.584799271260413e-5
0.00466514329834162,0.0007723466963985031,9.586903539503243e-5
0.004665479477623998,0.0007727431340394228,9.58842074733326e-5
0.004665722124668723,0.0007730296968432962,9.589516406188795e-5
0.0046658975042274415,0.000773236965294333,9.590308660809214e-5
0.004666024404551873,0.0007733869297704886,9.590882109074911e-5
0.004666116304491322,0.0007734954352238722,9.591297497069405e-5
0.00466618289806762,0.0007735739183289706,9.591598547128883e-5
0.004666231171616828,0.0007736306459431489,9.591816788990892e-5
0.004666266168356945,0.0007736716009833856,9.591974994380957e-5
0.004666291533532802,0.00077370111803188,9.592089629665529e-5
0.004666309904823329,0.0007737223405655136,9.59217261473278e-5
0.004666323192849745,0.0007737375504854039,9.592232588157275e-5
0.004666332783400248,0.0007737484059407701,9.592275819473368e-5
0.009028994682225358,0.001146724538268448,0.00028816807646210937
0.0021871775587643007,0.0,1.9109101653475455e-5
0.0034512041646350597,0.0001362432639472985,4.888390362766864e-5
0.00597864361759778,0.0005386858724869427,4.7907067635313346e-5
