h,Qx,Qy
0.18579775816295654,-0.006160530870740394,0.0007014476496679322
0.3813481509827094,-0.05000877517247744,0.0006640843438490983
0.18095629734205615,-0.06459632156271218,-0.005191136769220852
0.04310626284598842,-0.045619459901414715,-0.0037397971687293855
0.039019537602113664,-0.037447245285529604,-0.0032742096990850227
0.03514862309583974,-0.030140770456419212,-0.0028025838048887828
0.03125696517344126,-0.023547956243085692,-0.002299919998797178
0.027027359759927542,-0.017583124930131155,-0.0017701796727224433
0.022237249173572716,-0.012330620211386225,-0.0012241227373752002
0.017952284662847384,-0.008040984620750822,-0.0008718354651656849
0.010447564764494256,-0.0038455631200594114,1.1079322484154257e-5
0.01530046676822336,-0.004129239789245148,-0.000488356759890584
0.010449324670631015,-0.0016136419216032877,-4.730279827147634e-5
0.00595229012900506,-0.0005882508289570054,0.00010007470356198316
0.005805231842935987,-0.0004851378616030866,9.314153799542487e-5
0.005535472397115454,-0.00034666472563512843,8.16877127854272e-5
0.004958050468445114,-0.00016956634554519154,6.140467513064309e-5
0.0034506565520975867,0.0,2.4980457064105772e-5
0.010457017195100234,-0.0008402126946305607,0.00029975362607633416
0.00595229012900506,-0.0005882508289570054,0.00010007470356198316
0.005805231842935987,-0.0004851378616030866,9.314153799542487e-5
0.005535472397115454,-0.00034666472563512843,8.16877127854272e-5
0.004958050468445114,-0.00016956634554519154,6.140467513064309e-5
0.0034506565520975867,0.0,2.4980457064105772e-5
0.004958050468445114,0.00016956634554519154,6.140467513064309e-5
0.005535472397115454,0.00034666472563512843,8.16877127854272e-5
0.011321918018942228,0.0,0.0003422976039956607
0.005535472397115454,-0.00034666472563512843,8.16877127854272e-5
0.004958050468445114,-0.00016956634554519154,6.140467513064309e-5
0.0034506565520975867,0.0,2.4980457064105772e-5
0.004958050468445114,0.00016956634554519154,6.140467513064309e-5
0.011336800585154872,-0.0005458373947036941,0.0003445384359660748
0.005953728760305606,-0.0005884168629766312,0.00010012727544159684
0.00580695201621014,-0.00048575549053955384,9.321895542573825e-5
0.005536837721832762,-0.0003474641632357776,8.176357806870178e-5
