h,Qx,Qy
0.0008481103513381309,1.0469709984788569e-5,-7.315407216295402e-6
0.0023838858048285997,0.0,-4.581156332662039e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0013333333333215098,-3.291907454712999e-5,-1.6459537273710957e-5
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0002691833034274182,0.0,9.143147285457707e-7
0.0009494475284574396,0.0,2.2835765240816305e-5
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0002691833034274182,0.0,9.143147285457707e-7
0.0006666666666784902,1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,1.638706199715201e-5,8.193530998430689e-6
0.0009494475284574396,0.0,2.2835765240816305e-5
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0002691833034274182,0.0,9.143147285457707e-7
0.0006666666666784902,1.638706199715201e-5,8.193530998430689e-6
0.0009494475284574396,0.0,2.2835765240816305e-5
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0002691833034274182,0.0,9.143147285457707e-7
0.0006666666666784902,1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,1.638706199715201e-5,8.193530998430689e-6
0.0009494475284574396,0.0,2.2835765240816305e-5
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0002691833034274182,0.0,9.143147285457707e-7
0.0009494475284574396,0.0,2.2835765240816305e-5
0.0006666666666784902,-1.638706199715201e-5,8.193530998430689e-6
0.0002691833034274182,0.0,9.143147285457707e-7
0.0019999999999645297,-8.24911338653356e-6,-1.6498226773652306e-5
0.0006666666666784902,-8.193530998141337e-6,-1.6387061996863925e-5
0.0010641500299295621,2.467936337468094e-5,-1.828100991548435e-6
